id,title
1286,Iterator for Combination
1287,Element Appearing More Than 25% In Sorted Array
1288,Remove Covered Intervals
1289,Minimum Falling Path Sum II
1290,Convert Binary Number in a Linked List to Integer
1291,Sequential Digits
1292,Maximum Side Length of a Square with Sum Less than or Equal to Threshold
1293,Shortest Path in a Grid with Obstacles Elimination
1295,Find Numbers with Even Number of Digits
1296,Divide Array in Sets of K Consecutive Numbers
1297,Maximum Number of Occurrences of a Substring
1298,Maximum Candies You Can Get from Boxes
1299,Replace Elements with Greatest Element on Right Side
1300,Sum of Mutated Array Closest to Target
1301,Number of Paths with Max Score
1302,Deepest Leaves Sum
1304,Find N Unique Integers Sum up to Zero
1305,All Elements in Two Binary Search Trees
1306,Jump Game III
1307,Verbal Arithmetic Puzzle
1309,Decrypt String from Alphabet to Integer Mapping
1310,XOR Queries of a Subarray
1311,Get Watched Videos by Your Friends
1312,Minimum Insertion Steps to Make a String Palindrome
1313,Decompress Run-Length Encoded List
1314,Matrix Block Sum
1315,Sum of Nodes with Even-Valued Grandparent
1316,Distinct Echo Substrings
1317,Convert Integer to the Sum of Two No-Zero Integers
1318,Minimum Flips to Make a OR b Equal to c
1319,Number of Operations to Make Network Connected
1320,Minimum Distance to Type a Word Using Two Fingers
1321,Restaurant Growth
1323,Maximum 69 Number
1324,Print Words Vertically
1325,Delete Leaves With a Given Value
1326,Minimum Number of Taps to Open to Water a Garden
1327,List the Products Ordered in a Period
1328,Break a Palindrome
1329,Sort the Matrix Diagonally
1330,Reverse Subarray To Maximize Array Value
1331,Rank Transform of an Array
1332,Remove Palindromic Subsequences
1333,"Filter Restaurants by Vegan-Friendly, Price and Distance"
1334,Find the City With the Smallest Number of Neighbors at a Threshold Distance
1335,Minimum Difficulty of a Job Schedule
1337,The K Weakest Rows in a Matrix
1338,Reduce Array Size to The Half
1339,Maximum Product of Splitted Binary Tree
1340,Jump Game V
1341,Movie Rating
1342,Number of Steps to Reduce a Number to Zero
1343,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold
1344,Angle Between Hands of a Clock
1345,Jump Game IV
1346,Check If N and Its Double Exist
1347,Minimum Number of Steps to Make Two Strings Anagram
1348,Tweet Counts Per Frequency
1349,Maximum Students Taking Exam
1351,Count Negative Numbers in a Sorted Matrix
1352,Product of the Last K Numbers
1353,Maximum Number of Events That Can Be Attended
1354,Construct Target Array With Multiple Sums
1356,Sort Integers by The Number of 1 Bits
1357,Apply Discount Every n Orders
1358,Number of Substrings Containing All Three Characters
1359,Count All Valid Pickup and Delivery Options
1360,Number of Days Between Two Dates
1361,Validate Binary Tree Nodes
1362,Closest Divisors
1363,Largest Multiple of Three
1365,How Many Numbers Are Smaller Than the Current Number
1366,Rank Teams by Votes
1367,Linked List in Binary Tree
1368,Minimum Cost to Make at Least One Valid Path in a Grid
1370,Increasing Decreasing String
1371,Find the Longest Substring Containing Vowels in Even Counts
1372,Longest ZigZag Path in a Binary Tree
1373,Maximum Sum BST in Binary Tree
1374,Generate a String With Characters That Have Odd Counts
1375,Number of Times Binary String Is Prefix-Aligned
1376,Time Needed to Inform All Employees
1377,Frog Position After T Seconds
1378,Replace Employee ID With The Unique Identifier
1379,Find a Corresponding Node of a Binary Tree in a Clone of That Tree
1380,Lucky Numbers in a Matrix
1381,Design a Stack With Increment Operation
1382,Balance a Binary Search Tree
1383,Maximum Performance of a Team
1385,Find the Distance Value Between Two Arrays
1386,Cinema Seat Allocation
1387,Sort Integers by The Power Value
1388,Pizza With 3n Slices
1389,Create Target Array in the Given Order
1390,Four Divisors
1391,Check if There is a Valid Path in a Grid
1392,Longest Happy Prefix
1393,Capital Gain/Loss
1394,Find Lucky Integer in an Array
1395,Count Number of Teams
1396,Design Underground System
1397,Find All Good Strings
1399,Count Largest Group
1400,Construct K Palindrome Strings
1401,Circle and Rectangle Overlapping
1402,Reducing Dishes
1403,Minimum Subsequence in Non-Increasing Order
1404,Number of Steps to Reduce a Number in Binary Representation to One
1405,Longest Happy String
1406,Stone Game III
1407,Top Travellers
1408,String Matching in an Array
1409,Queries on a Permutation With Key
1410,HTML Entity Parser
1411,Number of Ways to Paint N × 3 Grid
1413,Minimum Value to Get Positive Step by Step Sum
1414,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K
1415,The k-th Lexicographical String of All Happy Strings of Length n
1416,Restore The Array
1417,Reformat The String
1418,Display Table of Food Orders in a Restaurant
1419,Minimum Number of Frogs Croaking
1420,Build Array Where You Can Find The Maximum Exactly K Comparisons
1422,Maximum Score After Splitting a String
1423,Maximum Points You Can Obtain from Cards
1424,Diagonal Traverse II
1425,Constrained Subsequence Sum
1431,Kids With the Greatest Number of Candies
1432,Max Difference You Can Get From Changing an Integer
1433,Check If a String Can Break Another String
1434,Number of Ways to Wear Different Hats to Each Other
1436,Destination City
1437,Check If All 1's Are at Least Length K Places Away
1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit
1439,Find the Kth Smallest Sum of a Matrix With Sorted Rows
1441,Build an Array With Stack Operations
1442,Count Triplets That Can Form Two Arrays of Equal XOR
1443,Minimum Time to Collect All Apples in a Tree
1444,Number of Ways of Cutting a Pizza
1446,Consecutive Characters
1447,Simplified Fractions
1448,Count Good Nodes in Binary Tree
1449,Form Largest Integer With Digits That Add up to Target
1450,Number of Students Doing Homework at a Given Time
1451,Rearrange Words in a Sentence
1452,People Whose List of Favorite Companies Is Not a Subset of Another List
1453,Maximum Number of Darts Inside of a Circular Dartboard
1455,Check If a Word Occurs As a Prefix of Any Word in a Sentence
1456,Maximum Number of Vowels in a Substring of Given Length
1457,Pseudo-Palindromic Paths in a Binary Tree
1458,Max Dot Product of Two Subsequences
1460,Make Two Arrays Equal by Reversing Subarrays
1461,Check If a String Contains All Binary Codes of Size K
1462,Course Schedule IV
1463,Cherry Pickup II
1464,Maximum Product of Two Elements in an Array
1465,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts
1466,Reorder Routes to Make All Paths Lead to the City Zero
1467,Probability of a Two Boxes Having The Same Number of Distinct Balls
1470,Shuffle the Array
1471,The k Strongest Values in an Array
1472,Design Browser History
1473,Paint House III
1475,Final Prices With a Special Discount in a Shop
1476,Subrectangle Queries
1477,Find Two Non-overlapping Sub-arrays Each With Target Sum
1478,Allocate Mailboxes
1480,Running Sum of 1d Array
1481,Least Number of Unique Integers after K Removals
1482,Minimum Number of Days to Make m Bouquets
1483,Kth Ancestor of a Tree Node
1484,Group Sold Products By The Date
1486,XOR Operation in an Array
1487,Making File Names Unique
1488,Avoid Flood in The City
1489,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree
1491,Average Salary Excluding the Minimum and Maximum Salary
1492,The kth Factor of n
1493,Longest Subarray of 1's After Deleting One Element
1494,Parallel Courses II
1496,Path Crossing
1497,Check If Array Pairs Are Divisible by k
1498,Number of Subsequences That Satisfy the Given Sum Condition
1499,Max Value of Equation
1502,Can Make Arithmetic Progression From Sequence
1503,Last Moment Before All Ants Fall Out of a Plank
1504,Count Submatrices With All Ones
1505,Minimum Possible Integer After at Most K Adjacent Swaps On Digits
1507,Reformat Date
1508,Range Sum of Sorted Subarray Sums
1509,Minimum Difference Between Largest and Smallest Value in Three Moves
1510,Stone Game IV
1512,Number of Good Pairs
1513,Number of Substrings With Only 1s
1514,Path with Maximum Probability
1515,Best Position for a Service Centre
1517,Find Users With Valid E-Mails
1518,Water Bottles
1519,Number of Nodes in the Sub-Tree With the Same Label
1520,Maximum Number of Non-Overlapping Substrings
1521,Find a Value of a Mysterious Function Closest to Target
1523,Count Odd Numbers in an Interval Range
1524,Number of Sub-arrays With Odd Sum
1525,Number of Good Ways to Split a String
1526,Minimum Number of Increments on Subarrays to Form a Target Array
1527,Patients With a Condition
1528,Shuffle String
1529,Minimum Suffix Flips
1530,Number of Good Leaf Nodes Pairs
1531,String Compression II
1534,Count Good Triplets
1535,Find the Winner of an Array Game
1536,Minimum Swaps to Arrange a Binary Grid
1537,Get the Maximum Score
1539,Kth Missing Positive Number
1540,Can Convert String in K Moves
1541,Minimum Insertions to Balance a Parentheses String
1542,Find Longest Awesome Substring
1544,Make The String Great
1545,Find Kth Bit in Nth Binary String
1546,Maximum Number of Non-Overlapping Subarrays With Sum Equals Target
1547,Minimum Cost to Cut a Stick
1550,Three Consecutive Odds
1551,Minimum Operations to Make Array Equal
1552,Magnetic Force Between Two Balls
1553,Minimum Number of Days to Eat N Oranges
1556,Thousand Separator
1557,Minimum Number of Vertices to Reach All Nodes
1558,Minimum Numbers of Function Calls to Make Target Array
1559,Detect Cycles in 2D Grid
1560,Most Visited Sector in  a Circular Track
1561,Maximum Number of Coins You Can Get
1562,Find Latest Group of Size M
1563,Stone Game V
1566,Detect Pattern of Length M Repeated K or More Times
1567,Maximum Length of Subarray With Positive Product
1568,Minimum Number of Days to Disconnect Island
1569,Number of Ways to Reorder Array to Get Same BST
1572,Matrix Diagonal Sum
1573,Number of Ways to Split a String
1574,Shortest Subarray to be Removed to Make Array Sorted
1575,Count All Possible Routes
1576,Replace All ?'s to Avoid Consecutive Repeating Characters
1577,Number of Ways Where Square of Number Is Equal to Product of Two Numbers
1578,Minimum Time to Make Rope Colorful
1579,Remove Max Number of Edges to Keep Graph Fully Traversable
1581,Customer Who Visited but Did Not Make Any Transactions
1582,Special Positions in a Binary Matrix
1583,Count Unhappy Friends
1584,Min Cost to Connect All Points
1585,Check If String Is Transformable With Substring Sort Operations
1587,Bank Account Summary II
1588,Sum of All Odd Length Subarrays
1589,Maximum Sum Obtained of Any Permutation
1590,Make Sum Divisible by P
1591,Strange Printer II
1592,Rearrange Spaces Between Words
1593,Split a String Into the Max Number of Unique Substrings
1594,Maximum Non Negative Product in a Matrix
1595,Minimum Cost to Connect Two Groups of Points
1598,Crawler Log Folder
1599,Maximum Profit of Operating a Centennial Wheel
1600,Throne Inheritance
1601,Maximum Number of Achievable Transfer Requests
1603,Design Parking System
1604,Alert Using Same Key-Card Three or More Times in a One Hour Period
1605,Find Valid Matrix Given Row and Column Sums
1606,Find Servers That Handled Most Number of Requests
1608,Special Array With X Elements Greater Than or Equal X
1609,Even Odd Tree
1610,Maximum Number of Visible Points
1611,Minimum One Bit Operations to Make Integers Zero
1614,Maximum Nesting Depth of the Parentheses
1615,Maximal Network Rank
1616,Split Two Strings to Make Palindrome
1617,Count Subtrees With Max Distance Between Cities
1619,Mean of Array After Removing Some Elements
1620,Coordinate With Maximum Network Quality
1621,Number of Sets of K Non-Overlapping Line Segments
1622,Fancy Sequence
1624,Largest Substring Between Two Equal Characters
1625,Lexicographically Smallest String After Applying Operations
1626,Best Team With No Conflicts
1627,Graph Connectivity With Threshold
1629,Slowest Key
1630,Arithmetic Subarrays
1631,Path With Minimum Effort
1632,Rank Transform of a Matrix
1633,Percentage of Users Attended a Contest
1636,Sort Array by Increasing Frequency
1637,Widest Vertical Area Between Two Points Containing No Points
1638,Count Substrings That Differ by One Character
1639,Number of Ways to Form a Target String Given a Dictionary
1640,Check Array Formation Through Concatenation
1641,Count Sorted Vowel Strings
1642,Furthest Building You Can Reach
1643,Kth Smallest Instructions
1646,Get Maximum in Generated Array
1647,Minimum Deletions to Make Character Frequencies Unique
1648,Sell Diminishing-Valued Colored Balls
1649,Create Sorted Array through Instructions
1652,Defuse the Bomb
1653,Minimum Deletions to Make String Balanced
1654,Minimum Jumps to Reach Home
1655,Distribute Repeating Integers
1656,Design an Ordered Stream
1657,Determine if Two Strings Are Close
1658,Minimum Operations to Reduce X to Zero
1659,Maximize Grid Happiness
1661,Average Time of Process per Machine
1662,Check If Two String Arrays are Equivalent
1663,Smallest String With A Given Numeric Value
1664,Ways to Make a Fair Array
1665,Minimum Initial Energy to Finish Tasks
1667,Fix Names in a Table
1668,Maximum Repeating Substring
1669,Merge In Between Linked Lists
1670,Design Front Middle Back Queue
1671,Minimum Number of Removals to Make Mountain Array
1672,Richest Customer Wealth
1673,Find the Most Competitive Subsequence
1674,Minimum Moves to Make Array Complementary
1675,Minimize Deviation in Array
1678,Goal Parser Interpretation
1679,Max Number of K-Sum Pairs
1680,Concatenation of Consecutive Binary Numbers
1681,Minimum Incompatibility
1683,Invalid Tweets
1684,Count the Number of Consistent Strings
1685,Sum of Absolute Differences in a Sorted Array
1686,Stone Game VI
1687,Delivering Boxes from Storage to Ports
1688,Count of Matches in Tournament
1689,Partitioning Into Minimum Number Of Deci-Binary Numbers
1690,Stone Game VII
1691,Maximum Height by Stacking Cuboids 
1693,Daily Leads and Partners
1694,Reformat Phone Number
1695,Maximum Erasure Value
1696,Jump Game VI
1697,Checking Existence of Edge Length Limited Paths
1700,Number of Students Unable to Eat Lunch
1701,Average Waiting Time
1702,Maximum Binary String After Change
1703,Minimum Adjacent Swaps for K Consecutive Ones
1704,Determine if String Halves Are Alike
1705,Maximum Number of Eaten Apples
1706,Where Will the Ball Fall
1707,Maximum XOR With an Element From Array
1710,Maximum Units on a Truck
1711,Count Good Meals
1712,Ways to Split Array Into Three Subarrays
1713,Minimum Operations to Make a Subsequence
1716,Calculate Money in Leetcode Bank
1717,Maximum Score From Removing Substrings
1718,Construct the Lexicographically Largest Valid Sequence
1719,Number Of Ways To Reconstruct A Tree
1720,Decode XORed Array
1721,Swapping Nodes in a Linked List
1722,Minimize Hamming Distance After Swap Operations
1723,Find Minimum Time to Finish All Jobs
1725,Number Of Rectangles That Can Form The Largest Square
1726,Tuple with Same Product
1727,Largest Submatrix With Rearrangements
1728,Cat and Mouse II
1729,Find Followers Count
1731,The Number of Employees Which Report to Each Employee
1732,Find the Highest Altitude
1733,Minimum Number of People to Teach
1734,Decode XORed Permutation
1735,Count Ways to Make Array With Product
1736,Latest Time by Replacing Hidden Digits
1737,Change Minimum Characters to Satisfy One of Three Conditions
1738,Find Kth Largest XOR Coordinate Value
1739,Building Boxes
1741,Find Total Time Spent by Each Employee
1742,Maximum Number of Balls in a Box
1743,Restore the Array From Adjacent Pairs
1744,Can You Eat Your Favorite Candy on Your Favorite Day?
1745,Palindrome Partitioning IV
1748,Sum of Unique Elements
1749,Maximum Absolute Sum of Any Subarray
1750,Minimum Length of String After Deleting Similar Ends
1751,Maximum Number of Events That Can Be Attended II
1752,Check if Array Is Sorted and Rotated
1753,Maximum Score From Removing Stones
1754,Largest Merge Of Two Strings
1755,Closest Subsequence Sum
1757,Recyclable and Low Fat Products
1758,Minimum Changes To Make Alternating Binary String
1759,Count Number of Homogenous Substrings
1760,Minimum Limit of Balls in a Bag
1761,Minimum Degree of a Connected Trio in a Graph
1763,Longest Nice Substring
1764,Form Array by Concatenating Subarrays of Another Array
1765,Map of Highest Peak
1766,Tree of Coprimes
1768,Merge Strings Alternately
1769,Minimum Number of Operations to Move All Balls to Each Box
1770,Maximum Score from Performing Multiplication Operations
1771,Maximize Palindrome Length From Subsequences
1773,Count Items Matching a Rule
1774,Closest Dessert Cost
1775,Equal Sum Arrays With Minimum Number of Operations
1776,Car Fleet II
1779,Find Nearest Point That Has the Same X or Y Coordinate
1780,Check if Number is a Sum of Powers of Three
1781,Sum of Beauty of All Substrings
1782,Count Pairs Of Nodes
1784,Check if Binary String Has at Most One Segment of Ones
1785,Minimum Elements to Add to Form a Given Sum
1786,Number of Restricted Paths From First to Last Node
1787,Make the XOR of All Segments Equal to Zero
1789,Primary Department for Each Employee
1790,Check if One String Swap Can Make Strings Equal
1791,Find Center of Star Graph
1792,Maximum Average Pass Ratio
1793,Maximum Score of a Good Subarray
1795,Rearrange Products Table
1796,Second Largest Digit in a String
1797,Design Authentication Manager
1798,Maximum Number of Consecutive Values You Can Make
1799,Maximize Score After N Operations
1800,Maximum Ascending Subarray Sum
1801,Number of Orders in the Backlog
1802,Maximum Value at a Given Index in a Bounded Array
1803,Count Pairs With XOR in a Range
1805,Number of Different Integers in a String
1806,Minimum Number of Operations to Reinitialize a Permutation
1807,Evaluate the Bracket Pairs of a String
1808,Maximize Number of Nice Divisors
1812,Determine Color of a Chessboard Square
1813,Sentence Similarity III
1814,Count Nice Pairs in an Array
1815,Maximum Number of Groups Getting Fresh Donuts
1816,Truncate Sentence
1817,Finding the Users Active Minutes
1818,Minimum Absolute Sum Difference
1819,Number of Different Subsequences GCDs
1822,Sign of the Product of an Array
1823,Find the Winner of the Circular Game
1824,Minimum Sideway Jumps
1825,Finding MK Average
1827,Minimum Operations to Make the Array Increasing
1828,Queries on Number of Points Inside a Circle
1829,Maximum XOR for Each Query
1830,Minimum Number of Operations to Make String Sorted
1832,Check if the Sentence Is Pangram
1833,Maximum Ice Cream Bars
1834,Single-Threaded CPU
1835,Find XOR Sum of All Pairs Bitwise AND
1837,Sum of Digits in Base K
1838,Frequency of the Most Frequent Element
1839,Longest Substring Of All Vowels in Order
1840,Maximum Building Height
1844,Replace All Digits with Characters
1845,Seat Reservation Manager
1846,Maximum Element After Decreasing and Rearranging
1847,Closest Room
1848,Minimum Distance to the Target Element
1849,Splitting a String Into Descending Consecutive Values
1850,Minimum Adjacent Swaps to Reach the Kth Smallest Number
1851,Minimum Interval to Include Each Query
1854,Maximum Population Year
1855,Maximum Distance Between a Pair of Values
1856,Maximum Subarray Min-Product
1857,Largest Color Value in a Directed Graph
1859,Sorting the Sentence
1860,Incremental Memory Leak
1861,Rotating the Box
1862,Sum of Floored Pairs
1863,Sum of All Subset XOR Totals
1864,Minimum Number of Swaps to Make the Binary String Alternating
1865,Finding Pairs With a Certain Sum
1866,Number of Ways to Rearrange Sticks With K Sticks Visible
1869,Longer Contiguous Segments of Ones than Zeros
1870,Minimum Speed to Arrive on Time
1871,Jump Game VII
1872,Stone Game VIII
1873,Calculate Special Bonus
1876,Substrings of Size Three with Distinct Characters
1877,Minimize Maximum Pair Sum in Array
1878,Get Biggest Three Rhombus Sums in a Grid
1879,Minimum XOR Sum of Two Arrays
1880,Check if Word Equals Summation of Two Words
1881,Maximum Value after Insertion
1882,Process Tasks Using Servers
1883,Minimum Skips to Arrive at Meeting On Time
1884,Egg Drop With 2 Eggs and N Floors
1886,Determine Whether Matrix Can Be Obtained By Rotation
1887,Reduction Operations to Make the Array Elements Equal
1888,Minimum Number of Flips to Make the Binary String Alternating
1889,Minimum Space Wasted From Packaging
1890,The Latest Login in 2020
1893,Check if All the Integers in a Range Are Covered
1894,Find the Student that Will Replace the Chalk
1895,Largest Magic Square
1896,Minimum Cost to Change the Final Value of Expression
1897,Redistribute Characters to Make All Strings Equal
1898,Maximum Number of Removable Characters
1899,Merge Triplets to Form Target Triplet
1900,The Earliest and Latest Rounds Where Players Compete
1901,Find a Peak Element II
1903,Largest Odd Number in String
1904,The Number of Full Rounds You Have Played
1905,Count Sub Islands
1906,Minimum Absolute Difference Queries
1907,Count Salary Categories
1909,Remove One Element to Make the Array Strictly Increasing
1910,Remove All Occurrences of a Substring
1911,Maximum Alternating Subsequence Sum
1912,Design Movie Rental System
1913,Maximum Product Difference Between Two Pairs
1914,Cyclically Rotating a Grid
1915,Number of Wonderful Substrings
1916,Count Ways to Build Rooms in an Ant Colony
1920,Build Array from Permutation
1921,Eliminate Maximum Number of Monsters
1922,Count Good Numbers
1923,Longest Common Subpath
1925,Count Square Sum Triples
1926,Nearest Exit from Entrance in Maze
1927,Sum Game
1928,Minimum Cost to Reach Destination in Time
1929,Concatenation of Array
1930,Unique Length-3 Palindromic Subsequences
1931,Painting a Grid With Three Different Colors
1932,Merge BSTs to Create Single BST
1934,Confirmation Rate
1935,Maximum Number of Words You Can Type
1936,Add Minimum Number of Rungs
1937,Maximum Number of Points with Cost
1938,Maximum Genetic Difference Query
1941,Check if All Characters Have Equal Number of Occurrences
1942,The Number of the Smallest Unoccupied Chair
1943,Describe the Painting
1944,Number of Visible People in a Queue
1945,Sum of Digits of String After Convert
1946,Largest Number After Mutating Substring
1947,Maximum Compatibility Score Sum
1948,Delete Duplicate Folders in System
1952,Three Divisors
1953,Maximum Number of Weeks for Which You Can Work
1954,Minimum Garden Perimeter to Collect Enough Apples
1955,Count Number of Special Subsequences
1957,Delete Characters to Make Fancy String
1958,Check if Move is Legal
1959,Minimum Total Space Wasted With K Resizing Operations
1960,Maximum Product of the Length of Two Palindromic Substrings
1961,Check If String Is a Prefix of Array
1962,Remove Stones to Minimize the Total
1963,Minimum Number of Swaps to Make the String Balanced
1964,Find the Longest Valid Obstacle Course at Each Position
1965,Employees With Missing Information
1967,Number of Strings That Appear as Substrings in Word
1968,Array With Elements Not Equal to Average of Neighbors
1969,Minimum Non-Zero Product of the Array Elements
1970,Last Day Where You Can Still Cross
1971,Find if Path Exists in Graph
1974,Minimum Time to Type Word Using Special Typewriter
1975,Maximum Matrix Sum
1976,Number of Ways to Arrive at Destination
1977,Number of Ways to Separate Numbers
1978,Employees Whose Manager Left the Company
1979,Find Greatest Common Divisor of Array
1980,Find Unique Binary String
1981,Minimize the Difference Between Target and Chosen Elements
1982,Find Array Given Subset Sums
1984,Minimum Difference Between Highest and Lowest of K Scores
1985,Find the Kth Largest Integer in the Array
1986,Minimum Number of Work Sessions to Finish the Tasks
1987,Number of Unique Good Subsequences
1991,Find the Middle Index in Array
1992,Find All Groups of Farmland
1993,Operations on Tree
1994,The Number of Good Subsets
1995,Count Special Quadruplets
1996,The Number of Weak Characters in the Game
1997,First Day Where You Have Been in All the Rooms
1998,GCD Sort of an Array
2000,Reverse Prefix of Word
2001,Number of Pairs of Interchangeable Rectangles
2002,Maximum Product of the Length of Two Palindromic Subsequences
2003,Smallest Missing Genetic Value in Each Subtree
2006,Count Number of Pairs With Absolute Difference K
2007,Find Original Array From Doubled Array
2008,Maximum Earnings From Taxi
2009,Minimum Number of Operations to Make Array Continuous
2011,Final Value of Variable After Performing Operations
2012,Sum of Beauty in the Array
2013,Detect Squares
2014,Longest Subsequence Repeated k Times
2016,Maximum Difference Between Increasing Elements
2017,Grid Game
2018,Check if Word Can Be Placed In Crossword
2019,The Score of Students Solving Math Expression
2022,Convert 1D Array Into 2D Array
2023,Number of Pairs of Strings With Concatenation Equal to Target
2024,Maximize the Confusion of an Exam
2025,Maximum Number of Ways to Partition an Array
2027,Minimum Moves to Convert String
2028,Find Missing Observations
2029,Stone Game IX
2030,Smallest K-Length Subsequence With Occurrences of a Letter
2032,Two Out of Three
2033,Minimum Operations to Make a Uni-Value Grid
2034,Stock Price Fluctuation 
2035,Partition Array Into Two Arrays to Minimize Sum Difference
2037,Minimum Number of Moves to Seat Everyone
2038,Remove Colored Pieces if Both Neighbors are the Same Color
2039,The Time When the Network Becomes Idle
2040,Kth Smallest Product of Two Sorted Arrays
2042,Check if Numbers Are Ascending in a Sentence
2043,Simple Bank System
2044,Count Number of Maximum Bitwise-OR Subsets
2045,Second Minimum Time to Reach Destination
2047,Number of Valid Words in a Sentence
2048,Next Greater Numerically Balanced Number
2049,Count Nodes With the Highest Score
2050,Parallel Courses III
2053,Kth Distinct String in an Array
2054,Two Best Non-Overlapping Events
2055,Plates Between Candles
2056,Number of Valid Move Combinations On Chessboard
2057,Smallest Index With Equal Value
2058,Find the Minimum and Maximum Number of Nodes Between Critical Points
2059,Minimum Operations to Convert Number
2060,Check if an Original String Exists Given Two Encoded Strings
2062,Count Vowel Substrings of a String
2063,Vowels of All Substrings
2064,Minimized Maximum of Products Distributed to Any Store
2065,Maximum Path Quality of a Graph
2068,Check Whether Two Strings are Almost Equivalent
2069,Walking Robot Simulation II
2070,Most Beautiful Item for Each Query
2071,Maximum Number of Tasks You Can Assign
2073,Time Needed to Buy Tickets
2074,Reverse Nodes in Even Length Groups
2075,Decode the Slanted Ciphertext
2076,Process Restricted Friend Requests
2078,Two Furthest Houses With Different Colors
2079,Watering Plants
2080,Range Frequency Queries
2081,Sum of k-Mirror Numbers
2085,Count Common Words With One Occurrence
2086,Minimum Number of Food Buckets to Feed the Hamsters
2087,Minimum Cost Homecoming of a Robot in a Grid
2088,Count Fertile Pyramids in a Land
2089,Find Target Indices After Sorting Array
2090,K Radius Subarray Averages
2091,Removing Minimum and Maximum From Array
2092,Find All People With Secret
2094,Finding 3-Digit Even Numbers
2095,Delete the Middle Node of a Linked List
2096,Step-By-Step Directions From a Binary Tree Node to Another
2097,Valid Arrangement of Pairs
2099,Find Subsequence of Length K With the Largest Sum
2100,Find Good Days to Rob the Bank
2101,Detonate the Maximum Bombs
2102,Sequentially Ordinal Rank Tracker
2103,Rings and Rods
2104,Sum of Subarray Ranges
2105,Watering Plants II
2106,Maximum Fruits Harvested After at Most K Steps
2108,Find First Palindromic String in the Array
2109,Adding Spaces to a String
2110,Number of Smooth Descent Periods of a Stock
2111,Minimum Operations to Make the Array K-Increasing
2114,Maximum Number of Words Found in Sentences
2115,Find All Possible Recipes from Given Supplies
2116,Check if a Parentheses String Can Be Valid
2117,Abbreviating the Product of a Range
2119,A Number After a Double Reversal
2120,Execution of All Suffix Instructions Staying in a Grid
2121,Intervals Between Identical Elements
2122,Recover the Original Array
2124,Check if All A's Appears Before All B's
2125,Number of Laser Beams in a Bank
2126,Destroying Asteroids
2127,Maximum Employees to Be Invited to a Meeting
2129,Capitalize the Title
2130,Maximum Twin Sum of a Linked List
2131,Longest Palindrome by Concatenating Two Letter Words
2132,Stamping the Grid
2133,Check if Every Row and Column Contains All Numbers
2134,Minimum Swaps to Group All 1's Together II
2135,Count Words Obtained After Adding a Letter
2136,Earliest Possible Day of Full Bloom
2138,Divide a String Into Groups of Size k
2139,Minimum Moves to Reach Target Score
2140,Solving Questions With Brainpower
2141,Maximum Running Time of N Computers
2144,Minimum Cost of Buying Candies With Discount
2145,Count the Hidden Sequences
2146,K Highest Ranked Items Within a Price Range
2147,Number of Ways to Divide a Long Corridor
2148,Count Elements With Strictly Smaller and Greater Elements 
2149,Rearrange Array Elements by Sign
2150,Find All Lonely Numbers in the Array
2151,Maximum Good People Based on Statements
2154,Keep Multiplying Found Values by Two
2155,All Divisions With the Highest Score of a Binary Array
2156,Find Substring With Given Hash Value
2157,Groups of Strings
2160,Minimum Sum of Four Digit Number After Splitting Digits
2161,Partition Array According to Given Pivot
2162,Minimum Cost to Set Cooking Time
2163,Minimum Difference in Sums After Removal of Elements
2164,Sort Even and Odd Indices Independently
2165,Smallest Value of the Rearranged Number
2166,Design Bitset
2167,Minimum Time to Remove All Cars Containing Illegal Goods
2169,Count Operations to Obtain Zero
2170,Minimum Operations to Make the Array Alternating
2171,Removing Minimum Number of Magic Beans
2172,Maximum AND Sum of Array
2176,Count Equal and Divisible Pairs in an Array
2177,Find Three Consecutive Integers That Sum to a Given Number
2178,Maximum Split of Positive Even Integers
2179,Count Good Triplets in an Array
2180,Count Integers With Even Digit Sum
2181,Merge Nodes in Between Zeros
2182,Construct String With Repeat Limit
2183,Count Array Pairs Divisible by K
2185,Counting Words With a Given Prefix
2186,Minimum Number of Steps to Make Two Strings Anagram II
2187,Minimum Time to Complete Trips
2188,Minimum Time to Finish the Race
2190,Most Frequent Number Following Key In an Array
2191,Sort the Jumbled Numbers
2192,All Ancestors of a Node in a Directed Acyclic Graph
2193,Minimum Number of Moves to Make Palindrome
2194,Cells in a Range on an Excel Sheet
2195,Append K Integers With Minimal Sum
2196,Create Binary Tree From Descriptions
2197,Replace Non-Coprime Numbers in Array
2200,Find All K-Distant Indices in an Array
2201,Count Artifacts That Can Be Extracted
2202,Maximize the Topmost Element After K Moves
2203,Minimum Weighted Subgraph With the Required Paths
2206,Divide Array Into Equal Pairs
2207,Maximize Number of Subsequences in a String
2208,Minimum Operations to Halve Array Sum
2209,Minimum White Tiles After Covering With Carpets
2210,Count Hills and Valleys in an Array
2211,Count Collisions on a Road
2212,Maximum Points in an Archery Competition
2213,Longest Substring of One Repeating Character
2215,Find the Difference of Two Arrays
2216,Minimum Deletions to Make Array Beautiful
2217,Find Palindrome With Fixed Length
2218,Maximum Value of K Coins From Piles
